searge,name,side,desc
func_76980_a,renderAABB,0,Adds to the tesselator a box using the aabb for the bounds. Args: aabb
func_76981_a,renderShadowOnBlock,0,"Renders a shadow projected down onto the specified block. Brightness of the block plus how far away on the Y axis determines the alpha of the shadow.  Args: block, centerX, centerY, centerZ, blockX, blockY, blockZ, baseAlpha, shadowSize, xOffset, yOffset, zOffset"
func_76982_b,getWorldFromRenderManager,0,Returns the render manager's world object
func_76983_a,getFontRendererFromRenderManager,0,Returns the font renderer from the set render manager
func_76984_a,loadDownloadableImageTexture,0,loads the specified downloadable texture or alternative built in texture
func_76985_a,loadTexture,0,loads the specified texture
func_76986_a,doRender,0,"Actually renders the given argument. This is a synthetic bridge method, always casting down its argument and then handing it off to a worker function which does the actual work. In all probabilty, the class Render is generic (Render<T extends Entity) and this method has signature public void func_76986_a(T entity, double d, double d1, double d2, float f, float f1). But JAD is pre 1.5 so doesn't do that."
func_76992_a,renderPrimedTNT,0,
func_76994_a,doRenderEnderCrystal,0,Renders the Ender Crystal.
func_76997_a,renderBoat,0,The render method used in RenderBoat that renders the boat model.
func_76999_a,renderArrow,0,
func_77000_a,doRenderFishHook,0,Actually renders the fishing line and hook
func_77001_a,doRenderFireball,0,
func_77003_a,doRenderFallingSand,0,The actual render method that is used in doRender
func_77005_a,renderTheXPOrb,0,Renders the XP Orb.
func_77009_a,renderThePainting,0,
func_77012_a,renderTheMinecart,0,Renders the Minecart.
func_77014_a,doRenderItem,0,Renders the item
func_77015_a,renderItemIntoGUI,0,Renders the item's icon or block into the UI at the specified position.
func_77017_a,renderQuad,0,"Adds a quad to the tesselator at the specified position with the set width and height and color.  Args: tessellator, x, y, width, height, color"
func_77018_a,renderGlint,0,
func_77020_a,renderDroppedItem,0,Renders a dropped item
func_77021_b,renderItemOverlayIntoGUI,0,Renders the item's overlay information. Examples being stack count or damage on top of the item's image at the specified position.
func_77028_a,doRenderLightningBolt,0,Actually renders the lightning bolt. This method is called through the doRender method.
func_77029_c,renderEquippedItems,0,
func_77030_a,getColorMultiplier,0,"Returns an ARGB int color back. Args: entityLiving, lightBrightness, partialTickTime"
func_77031_a,doRenderLiving,0,
func_77032_a,shouldRenderPass,0,Queries whether should render the specified pass or not.
func_77033_b,passSpecialRender,0,Passes the specialRender and renders it
func_77034_a,interpolateRotation,0,"Returns a rotation angle that is inbetween two other rotation angles. par1 and par2 are the angles between which to interpolate, par3 is probably a float between 0.0 and 1.0 that tells us where ""between"" the two angles we are. Example: par1 = 30, par2 = 50, par3 = 0.5, then return = 40"
func_77035_b,inheritRenderPass,0,
func_77036_a,renderModel,0,Renders the model in RenderLiving
func_77037_a,getDeathMaxRotation,0,
func_77038_a,renderLivingLabel,0,Draws the debug or playername text above a living
func_77039_a,renderLivingAt,0,Sets a simple glTranslate on a LivingEntity.
func_77040_d,renderSwingProgress,0,
func_77041_b,preRenderCallback,0,"Allows the render to do any OpenGL state modifications necessary before the model is rendered. Args: entityLiving, partialTickTime"
func_77042_a,setRenderPassModel,0,Sets the model to be used in the current render pass (the first render pass is done after the primary model is rendered) Args: model
func_77043_a,rotateCorpse,0,
func_77044_a,handleRotationFloat,0,Defines what float the third param in setRotationAngles of ModelBase is
func_77047_a,renderIronGolemEquippedItems,0,Renders Iron Golem Equipped items.
func_77048_a,rotateIronGolemCorpse,0,Rotates Iron Golem corpse.
func_77049_a,doRenderIronGolem,0,Renders the Iron Golem.
func_77051_a,renderVillagerEquipedItems,0,
func_77052_b,preRenderVillager,0,
func_77053_a,shouldVillagerRenderPass,0,Determines wether Villager Render pass or not.
func_77054_a,renderVillager,0,
func_77057_a,getTailRotation,0,
func_77059_a,renderCow,0,
func_77060_a,updateCreeperScale,0,Updates creeper scale in prerender callback
func_77062_a,renderCreeperPassModel,0,A method used to render a creeper's powered form as a pass model.
func_77063_a,updateCreeperColorMultiplier,0,Updates color multiplier based on creeper state called by getColorMultiplier
func_77065_a,renderChicken,0,
func_77066_a,getWingRotation,0,
func_77067_a,renderBlaze,0,
func_77069_a,preRenderGhast,0,Pre-Renders the Ghast.
func_77072_a,preRenderScale,0,Applies the scale to the transform matrix
func_77074_a,renderEyes,0,Render the endermans eyes
func_77075_a,renderEnderman,0,Renders the enderman
func_77076_a,renderCarrying,0,Render the block an enderman is carrying
func_77079_a,renderDragon,0,"Renders the dragon, along with its dying animation"
func_77080_a,renderDragonDying,0,Renders the animation for when an enderdragon dies
func_77081_a,renderDragonModel,0,Renders the dragon model. Called by renderModel.
func_77082_a,renderGlow,0,Renders the overlay for glowing eyes and the mouth. Called by shouldRenderPass.
func_77083_a,rotateDragonBody,0,Used to rotate the dragon as a whole in RenderDragon. It's called in the rotateCorpse method.
func_77087_a,shouldSilverfishRenderPass,0,Disallows the silverfish to render the renderPassModel.
func_77088_a,renderSilverfish,0,Renders the silverfish.
func_77089_a,getSilverfishDeathRotation,0,Return the silverfish's maximum death rotation.
func_77090_a,shouldSlimeRenderPass,0,Determines whether Slime Render should pass or not.
func_77091_a,scaleSlime,0,sets the scale for the slime based on getSlimeSize in EntitySlime
func_77093_a,renderSnowmanPumpkin,0,Renders this snowman's pumpkin.
func_77095_a,setSpiderDeathMaxRotation,0,
func_77096_a,scaleSpider,0,
func_77097_a,setSpiderEyeBrightness,0,Sets the spider's glowing eyes
func_77098_a,renderLivingPig,0,
func_77099_a,renderSaddledPig,0,
func_77100_a,renderSpecials,0,Method for adding special render rules
func_77101_a,renderPlayer,0,
func_77102_a,rotatePlayer,0,Rotates the player if the player is sleeping. This method is called in rotateCorpse.
func_77104_b,renderPlayerScale,0,
func_77105_b,renderPlayerSleep,0,Renders player with sleeping offset if sleeping
func_77107_a,setArmorModel,0,"Set the specified armor model as the player model. Args: player, armorSlot, partialTick"
func_77113_a,setWoolColorAndRender,0,
func_77114_a,renderLivingMooshroom,0,
func_77115_a,renderMooshroomEquippedItems,0,
func_77116_a,preRenderOcelot,0,Pre-Renders the Ocelot.
func_77117_a,renderLivingOcelot,0,
func_77118_a,scaleMagmaCube,0,
func_77119_a,renderMagmaCube,0,
func_77121_a,handleRotationFloat,0,
func_77122_a,rotateSquidsCorpse,0,Rotates the Squid's corpse.
func_77123_a,renderLivingSquid,0,Renders the Living Squid.
func_77124_a,setCanBeCreated,0,"Sets canBeCreated to the provided value, and returns this."
func_77125_e,isVersioned,0,Returns true if this world Type has a version associated with it.
func_77126_d,getCanBeCreated,0,Gets whether this WorldType can be used to generate a new world.
func_77127_a,getWorldTypeName,0,
func_77128_b,getTranslateName,0,Gets the translation key for the name of this world type.
func_77129_f,setVersioned,0,Flags this world type as having an associated version.
func_77130_a,parseWorldType,0,
func_77131_c,getGeneratorVersion,0,Returns generatorVersion.
func_77132_a,getWorldTypeForGeneratorVersion,0,
func_77142_a,getByName,0,"Returns the game type with the specified name, or SURVIVAL if none found. This is case sensitive. Args: name"
func_77144_e,isSurvivalOrAdventure,0,Returns true if this is the SURVIVAL or ADVENTURE game type
func_77145_d,isCreative,0,Returns true if this is the CREATIVE game type
func_77146_a,getByID,0,"Returns the game type with the specified ID, or SURVIVAL if none found. Args: id"
func_77147_a,configurePlayerCapabilities,0,Configures the player capabilities based on the game type
func_77148_a,getID,0,Returns the ID of this game type
func_77149_b,getName,0,Returns the name of this game type
func_77158_f,getHardcoreEnabled,0,"Returns true if hardcore mode is enabled, otherwise false"
func_77159_a,enableBonusChest,0,Enables the bonus chest.
func_77160_d,getSeed,0,Returns the seed for the world.
func_77161_a,getGameTypeById,0,Gets the GameType by ID
func_77162_e,getGameType,0,Gets the game type.
func_77163_i,areCommandsAllowed,0,Returns true if Commands (cheats) are allowed.
func_77164_g,isMapFeaturesEnabled,0,Get whether the map features (e.g. strongholds) generation is enabled or disabled.
func_77165_h,getTerrainType,0,
func_77166_b,enableCommands,0,Enables Commands (cheats).
func_77167_c,isBonusChestEnabled,0,Returns true if the Bonus Chest is enabled.
func_77175_a,comparer,0,Compares this tick entry to another tick entry for sorting purposes. Compared first based on the scheduled time and second based on tickEntryID.
func_77176_a,setScheduledTime,0,Sets the scheduled time for this tick entry
func_77184_b,placeInExistingPortal,0,Place an entity in a nearby portal which already exists.
func_77185_a,placeInPortal,0,"Place an entity in a nearby portal, creating one if necessary."
func_77188_a,creatureSpecificInit,0,"determines if a skeleton spawns on a spider, and if a sheep is a different color"
func_77189_a,getRandomSpawningPointInChunk,0,"Given a chunk, find a random position in it."
func_77190_a,canCreatureTypeSpawnAtLocation,0,Returns whether or not the specified creature type can spawn at the specified location.
func_77191_a,performWorldGenSpawning,0,Called during chunk generation to spawn initial creatures.
func_77192_a,findChunksForSpawning,0,"adds all chunks within the spawn radius of the players to eligibleChunksForSpawning. pars: the world, hostileCreatures, passiveCreatures. returns number of eligible chunks."
func_77200_a,writeRecipiesToStream,0,
func_77201_a,readRecipiesFromTags,0,
func_77202_a,getRecipiesAsTags,0,
func_77203_a,canRecipeBeUsed,0,"can par1,par2 be used to in crafting recipe par3"
func_77204_a,readRecipiesFromStream,0,
func_77205_a,addToListWithCheck,0,"checks if there is a recipie for the same ingredients already on the list, and replaces it. otherwise, adds it"
func_77206_b,overlayBackground,0,Overlays the background to hide scrolled items
func_77211_a,drawScreen,0,"draws the slot to the screen, pass in mouse's current x and y and partial ticks"
func_77212_b,getContentHeight,0,return the height of the content being scrolled
func_77213_a,elementClicked,0,"the element in the slot that was clicked, boolean for wether it was double clicked or not"
func_77214_a,drawSlot,0,
func_77216_a,setShowSelectionBox,0,
func_77217_a,getSize,0,Gets the size of the current slot list.
func_77218_a,isSelected,0,returns true if the element passed in is currently selected
func_77219_a,actionPerformed,0,
func_77220_a,registerScrollButtons,0,Registers the IDs that can be used for the scrollbar's buttons.
func_77221_c,drawBackground,0,
func_77225_g,getScrollBarX,0,
func_77226_h,bindAmountScrolled,0,stop the thing from scrolling out of bounds
func_77271_a,getChunkPosition,0,
func_77272_a,chunkXZ2Int,0,converts a chunk coordinate pair to an integer (suitable for hashing)
func_77273_a,getCenterXPos,0,
func_77274_b,getCenterZPosition,0,
func_77278_a,doExplosionA,0,Does the first part of the explosion (destroy blocks)
func_77279_a,doExplosionB,0,"Does the second part of the explosion (sound, particles, drop spawn)"
func_77291_a,generateTexturePackID,0,"Generate an internal texture pack ID from the file/directory name, last modification time, and file size. Returns null if the file/directory is not a texture pack. (Inner class static accessor method)."
func_77292_e,getSelectedTexturePack,0,
func_77293_d,availableTexturePacks,0,Returns a list of the available texture packs.
func_77294_a,setTexturePack,0,"Sets the new TexturePack to be used, returning true if it has actually changed, false if nothing changed."
func_77295_a,getIsDownloading,0,Return true if a texture pack is downloading in the background.
func_77296_a,requestDownloadOfTexture,0,filename must end in .zip
func_77297_a,downloadTexture,0,
func_77298_g,getAcceptsTextures,0,
func_77299_i,getTexturePackDirContents,0,Return a List<File> of file/directories in the texture pack directory.
func_77301_a,isDownloading,0,
func_77302_a,generateTexturePackID,0,"Generate an internal texture pack ID from the file/directory name, last modification time, and file size. Returns null if the file/directory is not a texture pack."
func_77303_a,setSelectedTexturePack,0,Set the selectedTexturePack field (Inner class static accessor method).
func_77304_b,onDownloadFinished,0,Called from Minecraft.loadWorld() if getIsDownloading() returned true to prepare the downloaded texture for usage.
func_77305_c,updateAvaliableTexturePacks,0,check the texture packs the client has installed
func_77306_b,getMinecraft,0,
func_77307_h,createTexturePackDirs,0,"Create the ""texturepacks"" and ""texturepacks-mp-cache"" directories if they don't already exist."
func_77316_c,getTranslatedName,0,Returns the correct traslated name of the enchantment and the level in roman numbers.
func_77317_b,getMaxEnchantability,0,Returns the maximum value of enchantability nedded on the enchantment level passed.
func_77318_a,calcModifierDamage,0,Calculates de damage protection of the enchantment based on level and damage source passed.
func_77319_d,getMinLevel,0,Returns the minimum level that the enchantment can have.
func_77320_a,getName,0,Return the name of key in translation table of this enchantment.
func_77321_a,getMinEnchantability,0,Returns the minimal value of enchantability needed on the enchantment level passed.
func_77322_b,setName,0,Sets the enchantment name
func_77323_a,calcModifierLiving,0,Calculates de (magic) damage done by the enchantment on a living entity based on level and entity passed.
func_77324_c,getWeight,0,
func_77325_b,getMaxLevel,0,Returns the maximum level that the enchantment can have.
func_77326_a,canApplyTogether,0,Determines if the enchantment passed can be applyied together with this enchantment.
func_77363_d,tryToSetLibraryAndCodecs,0,"Tries to add the paulscode library and the relevant codecs. If it fails, the volumes (sound and music) will be set to zero in the options file."
func_77364_b,playSound,0,"Plays a sound. Args: soundName, x, y, z, volume, pitch"
func_77365_c,addMusic,0,Adds an audio file to the music SoundPool.
func_77366_a,playSoundFX,0,Plays a sound effect with the volume and pitch of the parameters passed. The sound isn't affected by position of the player (full volume and center balanced)
func_77367_a,onSoundOptionsChanged,0,Called when one of the sound level options has changed.
func_77368_a,playStreaming,0,
func_77369_a,setListener,0,Sets the listener of sounds
func_77370_b,closeMinecraft,0,Called when Minecraft is closing down.
func_77371_c,playRandomMusicIfReady,0,If its time to play new music it starts it up.
func_77372_a,addSound,0,"Adds a sounds with the name from the file. Args: name, file"
func_77373_a,loadSoundSettings,0,Used for loading sound settings from GameSettings
func_77374_b,addStreaming,0,Adds an audio file to the streaming SoundPool.
func_77390_a,readFromTags,0,
func_77391_b,hasSameItemsAs,0,checks first and second ItemToBuy ID's and count. Calls hasSameIDs
func_77393_a,hasSameIDsAs,0,checks if both the first and second ItemToBuy IDs are the same
func_77394_a,getItemToBuy,0,Gets the itemToBuy.
func_77395_g,writeToTags,0,
func_77396_b,getSecondItemToBuy,0,Gets secondItemToBuy.
func_77397_d,getItemToSell,0,Gets itemToSell.
func_77398_c,hasSecondItemToBuy,0,Gets if Villager has secondItemToBuy.
func_77399_f,incrementToolUses,0,
func_77404_a,getPlayerEntities,0,Returns the size and contents of the player entity list.
func_77406_a,setBusy,0,
func_77409_e,getUnsentDataFile,0,
func_77415_f,getUnsentTempFile,0,
func_77418_a,beginSendStats,0,Attempts to begin sending stats to the server. Will throw an IllegalStateException if the syncher is already busy.
func_77420_c,syncStatsFileWithMap,0,
func_77423_b,beginReceiveStats,0,Attempts to begin receiving stats from the server. Will throw an IllegalStateException if the syncher is already busy.
func_77424_g,getUnsentOldFile,0,
func_77439_a,getChunkProvider,0,Returns the result of the ChunkProvider's makeString
func_77442_b,canUnlockAchievement,0,"Returns true if the parent has been unlocked, or there is no parent"
func_77443_a,hasAchievementUnlocked,0,Returns true if the achievement has been unlocked.
func_77444_a,writeStat,0,
func_77446_d,syncStats,0,
func_77447_a,writeStats,0,write a whole Map of stats to the statmap
func_77450_a,readStat,0,
func_77451_a,writeStatToMap,0,
func_77458_a,getRandomSoundFromSoundPool,0,"gets a random sound from the specified (by name, can be sound/newsound/streaming/music/newmusic) sound pool."
func_77459_a,addSound,0,Adds a sound to this sound pool.
func_77460_a,getRandomSound,0,Gets a random SoundPoolEntry.
func_77466_a,getFoliageColorPine,0,Gets the foliage color for pine type (metadata 1) trees
func_77467_a,setFoliageBiomeColorizer,0,
func_77468_c,getFoliageColorBasic,0,
func_77469_b,getFoliageColorBirch,0,Gets the foliage color for birch type (metadata 2) trees
func_77470_a,getFoliageColor,0,"Gets foliage color from temperature and humidity. Args: temperature, humidity"
func_77472_b,setClientActiveTexture,0,Sets the current lightmap texture to the specified OpenGL constant
func_77473_a,setActiveTexture,0,Sets the current lightmap texture to the specified OpenGL constant
func_77474_a,initializeTextures,0,Initializes the texture constants to be used when rendering lightmap values
func_77475_a,setLightmapTextureCoords,0,Sets the current coordinates of the given lightmap texture
func_77479_a,setGrassBiomeColorizer,0,
func_77480_a,getGrassColor,0,"Gets grass color from temperature and humidity. Args: temperature, humidity"
func_77484_a,getWorldEntitiesAsString,0,
func_77487_a,getServerMotd,0,
func_77488_b,getServerIpPort,0,
func_77489_c,updateLastSeen,0,Updates the time this LanServer was last seen.
func_77493_a,calculateModifier,0,Generic method use to calculate modifiers of offensive or defensive enchantment values.
func_77501_a,getRespiration,0,Returns the 'Water Breathing' modifier of enchantments on player equipped armors.
func_77502_d,getSilkTouchModifier,0,Returns the silk touch status of enchantments on current equipped item of player.
func_77504_a,addRandomEnchantment,0,"Adds a random enchantment to the specified item. Args: random, itemStack, enchantabilityLevel"
func_77505_b,mapEnchantmentData,0,Creates a 'Map' of EnchantmentData (enchantments) possible to add on the ItemStack and the enchantability level passed.
func_77506_a,getEnchantmentLevel,0,Returns the level of enchantment on the ItemStack passed.
func_77507_b,getKnockbackModifier,0,Returns the knockback value of enchantments on equipped player item.
func_77508_a,getEnchantmentModifierDamage,0,Returns the modifier of protection enchantments on armors equipped on player.
func_77509_b,getEfficiencyModifier,0,Return the extra efficiency of tools based on enchantments on equipped player item.
func_77510_g,getAquaAffinityModifier,0,Returns the aqua affinity status of enchantments on current equipped item of player.
func_77511_a,getMaxEnchantmentLevel,0,Returns the biggest level of the enchantment on the array of ItemStack passed.
func_77512_a,getEnchantmentModifierLiving,0,Return the (magic) extra damage of the enchantments on player equipped item.
func_77513_b,buildEnchantmentList,0,"Create a list of random EnchantmentData (enchantments) that can be added together to the ItemStack, the 3rd parameter is the total enchantability level."
func_77514_a,calcItemStackEnchantability,0,"Returns the enchantability of itemstack, it's uses a singular formula for each index (2nd parameter: 0, 1 and 2), cutting to the max enchantability power of the table (3rd parameter)"
func_77516_a,applyEnchantmentModifierArray,0,Executes the enchantment modifier on the array of ItemStack passed.
func_77517_e,getFortuneModifier,0,Returns the fortune enchantment modifier of the current equipped item of player.
func_77518_a,applyEnchantmentModifier,0,Executes the enchantment modifier on the ItemStack passed.
func_77519_f,getLootingModifier,0,Returns the looting enchantment modifier of the current equipped item of player.
func_77523_b,getAdFromPingResponse,0,
func_77524_a,getMotdFromPingResponse,0,
func_77525_a,getPingResponse,0,
func_77531_d,getFirstDescriptionLine,0,Get the first line of the texture pack description (read from the pack.txt file)
func_77532_a,getResourceAsStream,0,Gives a texture resource as InputStream.
func_77533_a,deleteTexturePack,0,"Delete the OpenGL texture id of the pack's thumbnail image, and close the zip file in case of TexturePackCustom."
func_77535_b,bindThumbnailTexture,0,"Bind the texture id of the pack's thumbnail image, loading it if necessary."
func_77536_b,getTexturePackID,0,Get the texture pack ID
func_77537_e,getSecondDescriptionLine,0,Get the second line of the texture pack description (read from the pack.txt file)
func_77538_c,getTexturePackFileName,0,"Get the file name of the texture pack, or Default if not from a custom texture pack"
func_77539_g,loadThumbnailImage,0,Load and initialize thumbnailImage from the the /pack.png file.
func_77540_a,loadDescription,0,Load texture pack description from /pack.txt file in the texture pack
func_77541_b,trimStringToGUIWidth,0,Truncate strings to at most 34 characters. Truncates description lines
func_77549_g,openTexturePackFile,0,Open the texture pack's file and initialize texturePackZipFile
func_77552_b,setWasNotUpdated,0,
func_77553_a,getWasUpdated,0,
func_77554_c,getLanServers,0,
func_77557_a,canEnchantItem,0,Return true if the item passed can be enchanted by a enchantment of this type.
func_77569_a,matches,0,Used to check if a recipe matches current crafting inventory
func_77570_a,getRecipeSize,0,Returns the size of the recipe area
func_77571_b,getRecipeOutput,0,
func_77572_b,getCraftingResult,0,Returns an Item that is the result of this recipe
func_77573_a,checkMatch,0,Checks if the region of a crafting inventory is match for the recipe.
func_77581_a,compareRecipes,0,
func_77583_a,addRecipes,0,Adds the weapon recipes to the CraftingManager.
func_77586_a,addRecipes,0,Adds the tool recipes to the CraftingManager.
func_77589_a,addRecipes,0,Adds the crafting recipes to the CraftingManager.
func_77590_a,addRecipes,0,Adds the ingot recipes to the CraftingManager.
func_77592_b,getRecipeList,0,returns the List<> of all recipes
func_77594_a,getInstance,0,Returns the static instance of this class
func_77596_b,addShapelessRecipe,0,
func_77599_b,getSmeltingList,0,
func_77600_a,addSmelting,0,Adds a smelting recipe.
func_77601_c,getExperience,0,
func_77602_a,smelting,0,Used to call methods addSmelting and getSmeltingResult.
func_77603_b,getSmeltingResult,0,Returns the smelting result of an item.
func_77607_a,addRecipes,0,Adds the dye recipes to the CraftingManager.
func_77608_a,addRecipes,0,Adds the food recipes to the CraftingManager.
func_77609_a,addRecipes,0,Adds the armor recipes to the CraftingManager.
func_77612_l,getMaxDamage,0,Returns the maximum damage an item can take.
func_77613_e,getRarity,0,Return an item rarity from EnumRarity
func_77614_k,getHasSubtypes,0,
func_77615_a,onPlayerStoppedUsing,0,"called when the player releases the use item button. Args: itemstack, world, entityplayer, itemInUseCount"
func_77616_k,isItemTool,0,Checks isDamagable and if it cannot be stacked
func_77617_a,getIconFromDamage,0,Gets an icon index based on an item's damage value
func_77618_c,getIconFromDamageForRenderPass,0,Gets an icon index based on an item's damage value and the given render pass
func_77619_b,getItemEnchantability,0,"Return the enchantability factor of the item, most of the time is based on material."
func_77620_a,getColorFromDamage,0,
func_77621_a,getMovingObjectPositionFromPlayer,0,
func_77622_d,onCreated,0,Called when item is crafted/smelted. Used only by maps so far.
func_77623_v,requiresMultipleRenderPasses,0,
func_77624_a,addInformation,0,allows items to add custom lines of information to the mouseover description
func_77625_d,setMaxStackSize,0,
func_77626_a,getMaxItemUseDuration,0,How long it takes to use or consume an item
func_77627_a,setHasSubtypes,0,
func_77628_j,getItemDisplayName,0,
func_77629_n_,shouldRotateAroundWhenRendering,0,Returns true if this item should be rotated by 180 degrees around the Y axis when being held in an entities hands.
func_77630_h,doesContainerItemLeaveCraftingGrid,0,"If this returns true, after a recipe involving this item is crafted the container item will be added to the player's inventory instead of remaining in the crafting grid."
func_77631_c,setPotionEffect,0,Sets the string representing this item's effect on a potion when used as an ingredient.
func_77632_u,isPotionIngredient,0,Returns true if this item serves as a potion ingredient (its ingredient information is not null).
func_77633_a,getSubItems,0,"returns a list of items with the same ID, but different meta (eg: dye returns 16 items)"
func_77634_r,hasContainerItem,0,True if this Item has a container item (a.k.a. crafting result)
func_77635_s,getStatName,0,
func_77636_d,hasEffect,0,
func_77637_a,setCreativeTab,0,returns this;
func_77638_a,getStrVsBlock,0,"Returns the strength of the stack against a given block. 1.0F base, (Quality+1)*2 if correct blocktype, 1.5F if sword"
func_77639_j,getItemStackLimit,0,Returns the maximum size of the stack for a specific item. *Isn't this more a Set than a Get?*
func_77640_w,getCreativeTab,0,gets the CreativeTab this item is displayed on
func_77641_a,canHarvestBlock,0,Returns if the item (tool) can harvest results from the block type.
func_77642_a,setContainerItem,0,
func_77643_m_,isMap,0,false for all Items except sub-classes of ItemMapBase
func_77644_a,hitEntity,0,Current implementations of this method in child classes do not use the entry argument beside ev. They just raise the damage on the stack.
func_77645_m,isDamageable,0,
func_77646_a,itemInteractionForEntity,0,Called when a player right clicks an entity with an item.
func_77647_b,getMetadata,0,Returns the metadata of the block which this Item (ItemBlock) can place
func_77648_a,onItemUse,0,"Callback for item usage. If the item does something special on right clicking, he will have one of those. Return True if something happen and false if it don't. This is for ITEMS, not BLOCKS"
func_77649_a,getDamageVsEntity,0,Returns the damage against a given entity.
func_77650_f,getIconIndex,0,Returns the icon index of the stack given as argument.
func_77651_p,getShareTag,0,"If this function returns true (or the item is damageable), the ItemStack's NBT tag will be sent to the client."
func_77654_b,onEaten,0,
func_77655_b,setUnlocalizedName,0,"Sets the unlocalized name of this item to the string passed as the parameter, prefixed by ""item."""
func_77656_e,setMaxDamage,0,set max damage of an Item
func_77657_g,getLocalizedName,0,Gets the localized name of the given item stack.
func_77658_a,getUnlocalizedName,0,Returns the unlocalized name of this item.
func_77659_a,onItemRightClick,0,"Called whenever this item is equipped and the right mouse button is pressed. Args: itemStack, world, entityPlayer"
func_77660_a,onBlockDestroyed,0,
func_77661_b,getItemUseAction,0,returns the action that specifies what animation to play when the items is being used
func_77662_d,isFull3D,0,Returns True is the item is renderer in full 3D when hold.
func_77663_a,onUpdate,0,Called each tick as long the item is on a player inventory. Uses by maps to check if is on a player hand and update it's contents.
func_77664_n,setFull3D,0,Sets bFull3D to True and return the object.
func_77666_t,getPotionEffect,0,Returns a string representing what this item does to a potion.
func_77667_c,getUnlocalizedName,0,Returns the unlocalized name of this item. This version accepts an ItemStack so different stacks can have different names based on their damage or NBT.
func_77668_q,getContainerItem,0,
func_77825_f,getToolMaterialName,0,Return the name for this tool's material.
func_77828_a,validBookTagContents,0,
func_77829_a,validBookTagPages,0,
func_77831_g,isSplash,0,returns wether or not a potion is a throwable splash potion based on damage value
func_77832_l,getEffects,0,Returns a list of potion effects for the specified itemstack.
func_77833_h,isEffectInstant,0,
func_77834_f,getEffects,0,Returns a list of effects for the specified potion damage value.
func_77840_a,spawnCreature,0,"Spawns the creature specified by the egg's type in the location specified by the last three parameters. Parameters: world, entityID, x, y, z."
func_77842_f,getMaterialName,0,"Returns the name of the material this tool is made from as it is declared in EnumToolMaterial (meaning diamond would return ""EMERALD"")"
func_77844_a,setPotionEffect,0,"sets a potion effect on the item. Args: int potionId, int duration (will be multiplied by 20), int amplifier, float probability of effect happening"
func_77845_h,isWolfsFavoriteMeat,0,Whether wolves like this food (true for raw and cooked porkchop).
func_77846_g,getSaturationModifier,0,gets the saturationModifier of the ItemFood
func_77847_f,getHealAmount,0,
func_77848_i,setAlwaysEdible,0,"Set the field 'alwaysEdible' to true, and make the food edible even if the player don't need to eat."
func_77849_c,onFoodEaten,0,
func_77861_e,getToolMaterialName,0,Return the name for this tool's material.
func_77869_a,placeDoorBlock,0,
func_77871_c,createMapDataPacket,0,returns null if no update is to be sent
func_77872_a,updateMapData,0,
func_77873_a,getMapData,0,
func_77874_a,getMPMapData,0,
func_77875_a,tryPlaceContainedLiquid,0,Attempts to place the liquid contained inside the bucket.
func_77877_c,getMaxDamageArray,0,"Returns the 'max damage' factor array for the armor, each piece of armor have a durability factor (that gets multiplied by armor material factor)"
func_77883_f,getBlockID,0,Returns the blockID for this Item
func_77884_a,canPlaceItemBlockOnSide,0,Returns true if the given ItemBlock can be placed on the given side of the given block position.
func_77894_a,setBlockNames,0,Sets the array of strings to be used for name lookups from item damage to metadata
func_77906_a,brewBitOperations,0,"Does bit operations for brewPotionData, given data, the index of the bit being operated upon, whether the bit will be removed, whether the bit will be toggled (NOT), or whether the data field will be set to 0 if the bit is not present."
func_77907_h,countSetFlags,0,Count the number of bits in an integer set to ON.
func_77910_c,isFlagSet,0,"Returns 1 if the flag is set, 0 if it is not set."
func_77911_a,calcPotionLiquidColor,0,Given a {@link Collection}<{@link PotionEffect}> will return an Integer color.
func_77912_a,parsePotionEffects,0,
func_77913_a,applyIngredient,0,"Generate a data value for a potion, given its previous data value and the encoded string of new effects it will receive"
func_77914_a,checkFlag,0,Is the bit given set to 1?
func_77916_d,isFlagUnset,0,"Returns 0 if the flag is set, 1 if it is not set."
func_77917_b,getPotionEffects,0,Returns a list of effects for the specified potion damage value.
func_77941_a,onBlockDestroyed,0,
func_77942_o,hasTagCompound,0,Returns true if the ItemStack has an NBTTagCompound. Currently used to store enchantments.
func_77943_a,tryPlaceItemIntoWorld,0,
func_77944_b,copyItemStack,0,"Creates a copy of a ItemStack, a null parameters will return a null."
func_77945_a,updateAnimation,0,Called each tick as long the ItemStack in on player inventory. Used to progress the pickup animation and update maps.
func_77946_l,copy,0,Returns a new stack with the same properties.
func_77947_a,interactWith,0,
func_77948_v,isItemEnchanted,0,True if the item has enchantment data
func_77949_a,loadItemStackFromNBT,0,
func_77950_b,onFoodEaten,0,
func_77951_h,isItemDamaged,0,returns true when a damageable item is damaged
func_77952_i,getItemDamageForDisplay,0,"gets the damage of an itemstack, for displaying purposes"
func_77953_t,getRarity,0,
func_77954_c,getIconIndex,0,Returns the icon index of the current stack.
func_77955_b,writeToNBT,0,Write the stack fields to a NBT object. Return the new NBT object.
func_77956_u,isItemEnchantable,0,True if it is a tool and has no enchantments to begin with
func_77957_a,useItemRightClick,0,"Called whenever this item stack is equipped and right clicked. Returns the new item stack to put in the position where this item is. Args: world, player"
func_77958_k,getMaxDamage,0,Returns the max damage an item in the stack can take.
